"task_id","simulation_seed","observed_data_md5","model","display_model","RMSE"
55,1055,"7481513b9e19d7a30b033ad1490d6f16","gamma_noise","Gamma-noise",0.574529486798016
56,1056,"08c1962e5f9bd4d5168d1afa7314d508","gamma_noise","Gamma-noise",0.432124146620329
57,1057,"0fa2ff4b3c51077ca4a85e846724b31e","gamma_noise","Gamma-noise",0.739361100138308
58,1058,"fb197f5caf6d73b93cf36910dcf5bd62","gamma_noise","Gamma-noise",0.640920982486359
59,1059,"85c4aca3511ef3a6574f147464f1b8a6","gamma_noise","Gamma-noise",0.442633356339491
60,1060,"0f9b10d21fc1c74a53d447b4ab6c4a76","gamma_noise","Gamma-noise",0.489931522695275
61,1061,"ef64f00e9a05074fb3305ee8fb186803","gamma_noise","Gamma-noise",0.4536693173471
62,1062,"a04acf843bb2ea72629f7c891c0bc0d1","gamma_noise","Gamma-noise",0.464524088546385
63,1063,"0b8692e4c4282eea08c84c3a7521bdca","gamma_noise","Gamma-noise",0.351543249970901
64,1064,"65224e6e0078d6ba21ee5d2bd4a6c743","gamma_noise","Gamma-noise",0.456589586717898
65,1065,"d23c93587fac0bd4c1fffe812bf746e2","gamma_noise","Gamma-noise",0.412647553143853
66,1066,"b503c7aa16489912e1de4bcf79bdc277","gamma_noise","Gamma-noise",0.465511144792515
67,1067,"a64edf122ea9288d9cc5843d572b4219","gamma_noise","Gamma-noise",0.410016583928588
68,1068,"e2dc17973047d198b1f70625999d7313","gamma_noise","Gamma-noise",0.4877177363771
69,1069,"8e4ff1513256eaffe3731b1dbc82ec29","gamma_noise","Gamma-noise",0.927286532968628
70,1070,"3f39c2020f727aeaa01ef9ba099939bb","gamma_noise","Gamma-noise",0.454288168943962
71,1071,"f8a2941f2630be877dd64b0b25a3e9dd","gamma_noise","Gamma-noise",0.392665645302321
72,1072,"4ef60d1f950055935545ba4d8849c6a4","gamma_noise","Gamma-noise",0.446868236033895
73,1073,"23ed6d0e534e19ffc952e0a9519e96fd","gamma_noise","Gamma-noise",0.363548263454072
74,1074,"44fe946085f2400c80cee533d6231e9a","gamma_noise","Gamma-noise",0.461164759035353
75,1075,"0d820f5ccbfe13549eea216ee2513074","gamma_noise","Gamma-noise",0.524447811116842
76,1076,"91d5e8bc67046e3d44e7a47924bb3404","gamma_noise","Gamma-noise",0.499901478726225
77,1077,"4fe16663f3cfd5b374d35dd29d9cdca8","gamma_noise","Gamma-noise",0.352344929384121
78,1078,"83a908c8ed5455b6c9ef246884162afc","gamma_noise","Gamma-noise",0.606629590697523
79,1079,"022bd08caeebfca4473b74c3678f71c2","gamma_noise","Gamma-noise",0.456319497206897
80,1080,"0bfd2bd8ee2ddc3923c9cef719215e45","gamma_noise","Gamma-noise",0.479235053224172
81,1081,"b3ce4c9c57f114ee806b5ede899e654c","gamma_noise","Gamma-noise",0.482414496665058
82,1082,"345f145ce6e49d5527737547b7d7bcc9","gamma_noise","Gamma-noise",0.579491368390534
83,1083,"5cd6b677ff91eaefd7913f277989cb3a","gamma_noise","Gamma-noise",0.716591715072683
84,1084,"ec4eb27a1b0dc4aef15289699a23db33","gamma_noise","Gamma-noise",0.551834702427251
85,1085,"f306053231f91c40dca3c621e8419b61","gamma_noise","Gamma-noise",0.367370209648651
86,1086,"e89799bf4fcfc5e7d882e1a15e433b0c","gamma_noise","Gamma-noise",0.770765383948146
87,1087,"83d5cd04167b4c25b941369e1cd89c12","gamma_noise","Gamma-noise",0.594870499575694
88,1088,"e68e6eddaef14b8f6833f1889cb09727","gamma_noise","Gamma-noise",0.373187175085197
89,1089,"aa9cc98baf1a333684a7dcc3407aadc4","gamma_noise","Gamma-noise",0.452784527052673
90,1090,"3b62c1a3abbc8f8d77b3f0094d799c08","gamma_noise","Gamma-noise",0.520302200051217
91,1091,"ffb0df50d948dd9dad8db95b89578130","gamma_noise","Gamma-noise",0.377374560802797
92,1092,"42c5e41b64f024125d08f483c49d5109","gamma_noise","Gamma-noise",0.656231839721197
93,1093,"7866b869b011f99e5a6d626fd2b53319","gamma_noise","Gamma-noise",0.361744889546328
94,1094,"cb6e4431d9ef11ffbb0c3c60fc93a658","gamma_noise","Gamma-noise",0.62332769089781
95,1095,"e2c94ae6df04e9da8177ab346fbd245e","gamma_noise","Gamma-noise",0.363230204900703
96,1096,"dce19abeba3755021094f84a48b227a7","gamma_noise","Gamma-noise",0.488272452989507
97,1097,"5f10705eaab893b924c7745af7cbddc2","gamma_noise","Gamma-noise",0.508762756782977
98,1098,"a0c73b07405f66c422d099e5a3c08c54","gamma_noise","Gamma-noise",0.611449432938691
99,1099,"9d985583339f37fbacb7140d4222662d","gamma_noise","Gamma-noise",0.589273321331284
100,1100,"8ea86fffc296b32f99e63ed723d89d90","gamma_noise","Gamma-noise",0.721428048618179
101,1101,"51fea122ace66c28fcf6227076a2210d","gamma_noise","Gamma-noise",0.44806790166156
102,1102,"87466aaae46506b8e351c34782985403","gamma_noise","Gamma-noise",0.707161522682363
103,1103,"e898b26388bd31312b334e141687631d","gamma_noise","Gamma-noise",0.475285403500422
104,1104,"f7b481c3a4568173c9a99c1b4d8c5521","gamma_noise","Gamma-noise",0.488562845955778
105,1105,"fda815e14a2797f663c51a8c3fc66eeb","gamma_noise","Gamma-noise",0.644451429038588
106,1106,"2ace1767dd5349b12ef5f3a5bd831ab8","gamma_noise","Gamma-noise",0.627539110790274
107,1107,"d3c22607503e5f474a3f5ebe80ebdf3d","gamma_noise","Gamma-noise",0.430564759901849
108,1108,"68aa1cfbcec0e4ea336983e4d1e49773","gamma_noise","Gamma-noise",0.667969792435911
109,1109,"64378d1cf8147aa375c77012a1f6217d","gamma_noise","Gamma-noise",0.408324981668007
110,1110,"4c9bdb3191d72e532b9af0440b61821e","gamma_noise","Gamma-noise",0.625236848162405
111,1111,"90bc4d41e3adeb7ca6a265e34199593d","gamma_noise","Gamma-noise",0.619129624570802
112,1112,"2de6dbe92e20217bcb1faa713be3c7e9","gamma_noise","Gamma-noise",0.793606796821347
113,1113,"62d44f5b5cf3a1a10474477b2836ac7c","gamma_noise","Gamma-noise",0.381627388361575
114,1114,"e8aa5c36f38132f5ccc9683b131a520e","gamma_noise","Gamma-noise",0.396998386673689
115,1115,"527c2542099f691a2a03e60fc5521e3b","gamma_noise","Gamma-noise",0.502389396166007
116,1116,"493ff3d28fe2680d1b7fc1f343262be6","gamma_noise","Gamma-noise",0.607066767495006
117,1117,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise","Gamma-noise",0.559857915496754
118,1118,"4fe04592b1bd1b0073226474bda79a17","gamma_noise","Gamma-noise",0.428813916871066
119,1119,"53a63bcc974e882529742ef97a8b74d5","gamma_noise","Gamma-noise",0.417102151370769
120,1120,"4d64fbb86d0c71298cfafd74891b1601","gamma_noise","Gamma-noise",0.524834812524678
121,1121,"fc119966f9fa86c9beb582f612bc73ec","gamma_noise","Gamma-noise",0.45316369317678
122,1122,"2de2afe17b444c1be6ab135102d2e749","gamma_noise","Gamma-noise",0.448908150899269
123,1123,"8b49cbb9e926a62a502c208b4a74393a","gamma_noise","Gamma-noise",0.80563430593084
124,1124,"fee16d34d4badef781de40b823c932b3","gamma_noise","Gamma-noise",0.468727363038151
125,1125,"49b1406d1f09cf7ccfb97517eb1d686b","gamma_noise","Gamma-noise",0.710774754277251
126,1126,"89c12c0c7af03e2dcd492d20daed2fb8","gamma_noise","Gamma-noise",0.480633782315243
127,1127,"d6cf87e625366c1649bd82f3bda75a50","gamma_noise","Gamma-noise",0.607471941240681
128,1128,"e7c98f0c8ff03fc89b23b860ab6e055c","gamma_noise","Gamma-noise",0.621057234409449
129,1129,"89bab4fa545504e51f4b5b765fa2b9ae","gamma_noise","Gamma-noise",0.506017228040248
130,1130,"bf14545e60a11dc820244df794a9bbde","gamma_noise","Gamma-noise",0.84443495532812
131,1131,"f9b4bd3734443873f1d31c98484de516","gamma_noise","Gamma-noise",0.389199948909513
132,1132,"b571595faf7cf9bf9fb646335e089636","gamma_noise","Gamma-noise",0.94751767044351
133,1133,"0a62c14ca9858effb08a88d2cabe1673","gamma_noise","Gamma-noise",0.637042042824948
134,1134,"6cdb8dae15bac319b768e307416ee6b2","gamma_noise","Gamma-noise",0.41697274310348
135,1135,"f5fbe5bac9e630e09a5f83fdcd75b932","gamma_noise","Gamma-noise",0.494938936367508
136,1136,"75dc159ba49385507004b04106ac29e8","gamma_noise","Gamma-noise",0.520666189411406
137,1137,"25af99e573ba8708856ba71f5d31801d","gamma_noise","Gamma-noise",0.444530956414592
138,1138,"24ce0d2a3efbc542f5ad5931cbdb79aa","gamma_noise","Gamma-noise",0.438028118589012
139,1139,"392c573a8d8baf810091dbff34258106","gamma_noise","Gamma-noise",0.347620620901397
140,1140,"9af7f4bb9f26f77c38c192936cf0be33","gamma_noise","Gamma-noise",0.323706456514965
141,1141,"bd55561900b24ec7c3c7ac64a514ac02","gamma_noise","Gamma-noise",0.546003602016252
142,1142,"d1a06c9101d2c0ee727ae600038327ba","gamma_noise","Gamma-noise",0.468803207062816
143,1143,"5e8bbd223a147392f54cce5f77c7b52e","gamma_noise","Gamma-noise",0.419707444607168
144,1144,"a7c2af9704a9238a0ba07d099939a75d","gamma_noise","Gamma-noise",0.468190607889059
145,1145,"2db60151e6a71b77be25757b07f7d413","gamma_noise","Gamma-noise",0.518343677365828
146,1146,"11b683568a8c7109187e0d518ad44753","gamma_noise","Gamma-noise",0.572859490709863
147,1147,"39e27a57bdf2c1c57e6c23b743348818","gamma_noise","Gamma-noise",0.407710988715582
148,1148,"08f76d2a0f0fd7c0c65c77a4e3db66f5","gamma_noise","Gamma-noise",0.628212145212537
149,1149,"73fb1389d38e28b1daab2d44d648d7dc","gamma_noise","Gamma-noise",0.731181820968916
150,1150,"4538cec1dfd416909e103d8882091c24","gamma_noise","Gamma-noise",0.487322561868697
151,1151,"c30a72bbd9994edc5a6a1c2aed4242b1","gamma_noise","Gamma-noise",0.559732580935938
152,1152,"6a9c86481f4a2482e1b37d74f117071e","gamma_noise","Gamma-noise",0.480926411211484
153,1153,"442e0ebc852ae02e3200593355a37960","gamma_noise","Gamma-noise",0.461754246877653
154,1154,"64361962d8cd28975836ca41ffba829e","gamma_noise","Gamma-noise",0.536848761255519
155,1155,"af7b6609489cc20efa3782fad07fa0d9","gamma_noise","Gamma-noise",0.516806565392516
156,1156,"9d0dfa99ebb269242e3d64e8a5fe517c","gamma_noise","Gamma-noise",0.569416447864256
157,1157,"66c6e6745a642b2c128f396464ab9c36","gamma_noise","Gamma-noise",0.458198446744202
158,1158,"8f8136ef754c0743bae4dd275c47bf9b","gamma_noise","Gamma-noise",0.57996050029471
159,1159,"6eeed27f9e2c16bae4fa14c32548d476","gamma_noise","Gamma-noise",0.435172624264362
160,1160,"6fc5bd4defacec08d522e9606a883766","gamma_noise","Gamma-noise",0.385157843987921
161,1161,"a357237d620a342d728f96dc8aac5757","gamma_noise","Gamma-noise",0.340976874806656
162,1162,"4cc160a48b020eb4685997894bf01baf","gamma_noise","Gamma-noise",0.424208392440741
163,1163,"e67c4eaea4e2842baa2a758c4beb2e82","gamma_noise","Gamma-noise",0.459170055050284
164,1164,"d690f07a51a75e813d73e446e77eb394","gamma_noise","Gamma-noise",0.442706660261599
165,1165,"50366235ff21bfd0a4d01f895b905c92","gamma_noise","Gamma-noise",0.533184356040189
166,1166,"495d59eeef0b219751064d03c686254d","gamma_noise","Gamma-noise",0.514058360112594
167,1167,"b8bc66b5036c4f6bd977937ad6e2a29d","gamma_noise","Gamma-noise",0.422862491900998
168,1168,"d65d84681677642681932395599566ad","gamma_noise","Gamma-noise",0.527031991309679
169,1169,"4b517b06b20afe2ab6f16f327d16edef","gamma_noise","Gamma-noise",0.672790433886266
170,1170,"f32af8f5828cad3f276263ef3b9502fb","gamma_noise","Gamma-noise",0.739267381172056
171,1171,"2ec9a3cf6058379814f756d7b9f93ea9","gamma_noise","Gamma-noise",0.568825794103492
172,1172,"68d41d2891a14e960534c955889a715f","gamma_noise","Gamma-noise",0.56259135352071
173,1173,"b998c1e8401789afff3d7d34e1be5997","gamma_noise","Gamma-noise",0.406691871530647
174,1174,"7a6ced56beec68835d7a03f46b6af6e8","gamma_noise","Gamma-noise",0.519754633029555
175,1175,"2744bfdd13475fbe6815e8986de922fa","gamma_noise","Gamma-noise",0.538445144955389
176,1176,"c141df7878a0d44e38a58170b4492543","gamma_noise","Gamma-noise",0.476725675870819
177,1177,"c17f97d975a2e6794ea31e8367d83e40","gamma_noise","Gamma-noise",0.56372785531004
178,1178,"4f3cc0d975b486260ecd02e9ed831df5","gamma_noise","Gamma-noise",0.438357942118132
179,1179,"6d4a044da028c76d3fafc003136384eb","gamma_noise","Gamma-noise",0.419808036921736
180,1180,"ff3b24bb3a95e7b5178276b17e2c0dad","gamma_noise","Gamma-noise",0.429044416714555
181,1181,"80dfab2294dc854a8695d1c1ce6265d9","gamma_noise","Gamma-noise",0.439128197328613
182,1182,"941f9c48ec56eb19b25786187b006f10","gamma_noise","Gamma-noise",0.42412318226208
183,1183,"2dc5d7e9b3e15c740d490d788211573a","gamma_noise","Gamma-noise",0.651677263756299
184,1184,"77c6e00a79e8c3b3df80e1c4b0ff8023","gamma_noise","Gamma-noise",0.474734905560807
185,1185,"52e3986fb55b179cf59e4540a86a982d","gamma_noise","Gamma-noise",0.62271648970575
186,1186,"ccc0636a72fb6ba022578cc100c8cb7c","gamma_noise","Gamma-noise",0.434228959297276
187,1187,"7409506000aab5f15ec58cc3dd3fb72e","gamma_noise","Gamma-noise",0.600591177267288
188,1188,"0e1b1e567b5a85241d50f71772de9be1","gamma_noise","Gamma-noise",0.5841441336148
189,1189,"02453cd2773e7494e1a4738ba6f3c7a1","gamma_noise","Gamma-noise",0.756253658585973
190,1190,"e11e338409fdbfff7af641a286a93437","gamma_noise","Gamma-noise",0.652633363936952
191,1191,"88ccda7d997701880c9d0c636b220b1e","gamma_noise","Gamma-noise",0.573352573487696
192,1192,"9a5e00955ca9971800073dd3e4c28ad7","gamma_noise","Gamma-noise",0.408171567479269
193,1193,"50b5e6cbc49ffa79634e56edd10b8bf0","gamma_noise","Gamma-noise",0.477673683829092
194,1194,"1f0b118441ef88f9f7e1c86a5d22c593","gamma_noise","Gamma-noise",0.526448486140979
195,1195,"4b29886fa0376b89caa9cc697a80dc98","gamma_noise","Gamma-noise",0.43207734784053
196,1196,"4a7772e1b5862480e3537a3124e41c07","gamma_noise","Gamma-noise",0.645520731184774
197,1197,"80e2caf0dbc5ddb7f96d7faf9fa1bf49","gamma_noise","Gamma-noise",0.585608503627279
198,1198,"9cf5a39df21d5a234b9a57056ebe1360","gamma_noise","Gamma-noise",0.466705597507067
199,1199,"f24eafb51b8268645a90a1a9cbcc2a5c","gamma_noise","Gamma-noise",0.33331554854132
200,1200,"2276182a83b89b4d2f8bfc96d14895ca","gamma_noise","Gamma-noise",0.535000162298481
1,1001,"64a1b5c02bdecc100b37ee56029391d3","bspline_B","B-spline",0.929834244740473
2,1002,"e4e6b4250fb680a6bc44a4c1f239d72e","bspline_B","B-spline",0.834258072545657
3,1003,"18b73531d17fff4bf85fd3b8b65c91d6","bspline_B","B-spline",1.0000662252062
4,1004,"bf8dcbec52b9c4d08f0b3a8b4e1b1840","bspline_B","B-spline",0.377470266137872
5,1005,"cb7e05dbf4c135d548daa37faf8888a1","bspline_B","B-spline",0.943568699163366
6,1006,"83a6fae95545d773b4ac09416fd8a73d","bspline_B","B-spline",0.575684318482322
7,1007,"c23f10d0daa427c993e4ece1079ed751","bspline_B","B-spline",0.532844022678182
8,1008,"a0af209d0cf0d730b8b3834e0360ae95","bspline_B","B-spline",0.803356065330406
9,1009,"51101219b554b4802624e043f09d6160","bspline_B","B-spline",0.410432245673638
10,1010,"3658851b68a2ae24c2e8e9838200e49c","bspline_B","B-spline",0.614896180492321
11,1011,"b0091463d341b4712ff6e9dd82a58abf","bspline_B","B-spline",0.527873398540538
12,1012,"05f564b562cd69afde749fbba393d734","bspline_B","B-spline",0.802785646624955
13,1013,"628dd9f33d5358ee7d358fcbbb9e1ec7","bspline_B","B-spline",0.902287179202874
14,1014,"3ee86b29e7e61ffc7287cc8f5b47aeca","bspline_B","B-spline",0.540086887563978
15,1015,"ae056eafb87645cec401ccb46346269b","bspline_B","B-spline",0.395823426903595
16,1016,"a714e996eac59ec21285ac81b9fb5223","bspline_B","B-spline",0.647313174288445
17,1017,"c1dff99001cdd2a71a8c5de229779c6a","bspline_B","B-spline",0.593069429034953
18,1018,"b6d242ccc65d51d758e56f6a2b2246d6","bspline_B","B-spline",0.805838146275775
19,1019,"13d489a8a65aa7a169791da7e2e871a6","bspline_B","B-spline",1.18668576905795
20,1020,"714f6bb12c5d63009433470452ca002b","bspline_B","B-spline",0.423893296139387
21,1021,"c46a7b2a22c4a8bed8a3c2537dbc0243","bspline_B","B-spline",0.698622608980585
22,1022,"37fb1b826b530c406841fb3dc0dd2a19","bspline_B","B-spline",0.808658513506233
23,1023,"5391b651cef3ef3752fc04bfb4f6d8ab","bspline_B","B-spline",0.994734571212209
24,1024,"f17101a77a91a5858651ca092461a15e","bspline_B","B-spline",0.463169037053852
25,1025,"5bffd9597ff51651a7b3c018b0060e43","bspline_B","B-spline",1.09412938058843
26,1026,"7d638818fac5c183766d7bd337251990","bspline_B","B-spline",0.903764583025082
27,1027,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B","B-spline",0.441940607754528
28,1028,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B","B-spline",0.69695685659172
29,1029,"f88e4728f80479179227d46e3ae73be8","bspline_B","B-spline",0.643267244101745
30,1030,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B","B-spline",0.570459404836486
31,1031,"1f4f623a1599fc68865ccca5c8e38092","bspline_B","B-spline",1.25541453737699
32,1032,"8b18f38744449f8e8c5016a5c62a9db0","bspline_B","B-spline",0.551112252516813
33,1033,"1c656b251cec47b7f90e7590d6f84c85","bspline_B","B-spline",0.477024672572168
34,1034,"6295649cce30d443915163e1f486574c","bspline_B","B-spline",0.598283753521417
35,1035,"05c8b3ee0cc2e85807ddffab0af38be8","bspline_B","B-spline",0.64680874585433
36,1036,"12e163742e3ae8e7eef3194a703ebcdb","bspline_B","B-spline",0.44746881222564
37,1037,"129fa3be8b0ee7a384bf1d0e5525258e","bspline_B","B-spline",1.13501526765217
38,1038,"2cb84ae4bd553be0419d1e71639da95a","bspline_B","B-spline",0.852270175637901
39,1039,"42f80019227937c2a1292d80471ad885","bspline_B","B-spline",0.499040838590139
40,1040,"ab1d08dee64fd498a66e009327aa8634","bspline_B","B-spline",0.498925133082067
41,1041,"287dedf1d0604d7339bf2699355ae974","bspline_B","B-spline",0.584314529362966
42,1042,"a0f4bf165f246f2d852e7cb15677c6d0","bspline_B","B-spline",0.587534620577002
43,1043,"98bd9bf2f837f4d00af88dbb60b77b5c","bspline_B","B-spline",0.4676631171082
44,1044,"7fc16f6007b4caa0fad7b388de798f61","bspline_B","B-spline",0.418663355283318
45,1045,"ea38700766ed00739f841a67050a1f0f","bspline_B","B-spline",0.493274007962229
46,1046,"9df354b439dcb34c0723dc7a22427817","bspline_B","B-spline",0.39695603827873
47,1047,"a27592b2dc2d1f22ae7b3b7d52d6c6e8","bspline_B","B-spline",0.680982589143804
48,1048,"e149dfe63fefba3d9450d8ebe55e2be8","bspline_B","B-spline",1.01994991405395
49,1049,"c24fd9ec2467b6f39b42b31426dcbff7","bspline_B","B-spline",1.12355821425062
50,1050,"7dc1a3b5ba09f2ddcb65bf5b7422a9ed","bspline_B","B-spline",0.598691867441063
51,1051,"900920f25b406cb0530e847b193e6c9b","bspline_B","B-spline",0.456968951118989
52,1052,"94c869cc26cd44cd9de1033132a41b1b","bspline_B","B-spline",0.934065379794343
53,1053,"21c503be1bfd17d135902892b999365f","bspline_B","B-spline",0.560760437878125
54,1054,"bb6ab35a8708f3f23940941298b79dbc","bspline_B","B-spline",0.859239187258794
55,1055,"7481513b9e19d7a30b033ad1490d6f16","bspline_B","B-spline",0.678345437036855
56,1056,"08c1962e5f9bd4d5168d1afa7314d508","bspline_B","B-spline",1.07155308439986
57,1057,"0fa2ff4b3c51077ca4a85e846724b31e","bspline_B","B-spline",0.966397048794122
58,1058,"fb197f5caf6d73b93cf36910dcf5bd62","bspline_B","B-spline",0.699951719480707
59,1059,"85c4aca3511ef3a6574f147464f1b8a6","bspline_B","B-spline",0.421675792575632
60,1060,"0f9b10d21fc1c74a53d447b4ab6c4a76","bspline_B","B-spline",0.416064634981106
61,1061,"ef64f00e9a05074fb3305ee8fb186803","bspline_B","B-spline",0.430863393950449
62,1062,"a04acf843bb2ea72629f7c891c0bc0d1","bspline_B","B-spline",0.655904687739719
63,1063,"0b8692e4c4282eea08c84c3a7521bdca","bspline_B","B-spline",0.691519574632626
64,1064,"65224e6e0078d6ba21ee5d2bd4a6c743","bspline_B","B-spline",0.606118435609415
65,1065,"d23c93587fac0bd4c1fffe812bf746e2","bspline_B","B-spline",0.910485932401506
66,1066,"b503c7aa16489912e1de4bcf79bdc277","bspline_B","B-spline",0.629262537514711
67,1067,"a64edf122ea9288d9cc5843d572b4219","bspline_B","B-spline",1.10253755594846
68,1068,"e2dc17973047d198b1f70625999d7313","bspline_B","B-spline",1.06652893536034
69,1069,"8e4ff1513256eaffe3731b1dbc82ec29","bspline_B","B-spline",0.993899796535159
70,1070,"3f39c2020f727aeaa01ef9ba099939bb","bspline_B","B-spline",0.491844541463838
71,1071,"f8a2941f2630be877dd64b0b25a3e9dd","bspline_B","B-spline",0.35568659186861
72,1072,"4ef60d1f950055935545ba4d8849c6a4","bspline_B","B-spline",1.10275027374844
73,1073,"23ed6d0e534e19ffc952e0a9519e96fd","bspline_B","B-spline",0.571586346441638
74,1074,"44fe946085f2400c80cee533d6231e9a","bspline_B","B-spline",0.519754602031797
75,1075,"0d820f5ccbfe13549eea216ee2513074","bspline_B","B-spline",0.661649976097585
76,1076,"91d5e8bc67046e3d44e7a47924bb3404","bspline_B","B-spline",0.452881459999999
77,1077,"4fe16663f3cfd5b374d35dd29d9cdca8","bspline_B","B-spline",0.708880667440836
