"task_id","simulation_seed","simulation_attempt","observed_data_md5","model","Nmif","week","B_estimate","B_true","filter_seed","estimate_semantics","conditioning"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,1.85714285714286,4.92656016954702,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,2,4.73794084591575,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,2.14285714285714,4.63865938007474,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,2.28571428571429,4.28546849163939,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,2.42857142857143,4.00763049895396,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,2.57142857142857,3.58074120457045,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,2.71428571428571,3.6944570852682,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,2.85714285714286,3.85284398521741,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,3,3.91308591548269,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,3.14285714285714,4.14875097674284,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,3.28571428571429,4.12667497632939,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,3.42857142857143,4.3017925770521,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,3.57142857142857,4.42964948818836,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,3.71428571428571,4.38874381644489,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,3.85714285714286,4.09658555622242,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,4,3.86206054480823,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,4.14285714285714,4.11650440595431,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,4.28571428571429,4.04530272486247,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,4.42857142857143,3.90904202540506,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,4.57142857142857,3.92077043463269,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,4.71428571428571,4.28317254807028,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,4.85714285714286,3.89452298602157,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,5,3.78226435077804,4,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,5.14285714285714,3.65857100653313,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,5.28571428571429,3.45986954402259,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,5.42857142857143,3.09902847374519,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,5.57142857142857,2.9397766546533,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,5.71428571428571,2.69006125227939,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,5.85714285714286,2.51100795616588,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,6,2.50523366462709,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,6.14285714285714,2.5589349438019,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,6.28571428571429,2.44495126428295,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,6.42857142857143,2.40126795868938,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,6.57142857142857,2.28949453820794,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,6.71428571428571,2.45001634878978,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,6.85714285714286,2.38419620366084,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,7,2.36098046084309,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,7.14285714285714,2.36713073756765,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,7.28571428571429,2.27029955283266,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,7.42857142857143,2.20693100127087,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,7.57142857142857,2.16326775807348,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,7.71428571428571,2.13286823412383,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,7.85714285714286,2.11352852162208,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,8,2.10046640445371,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,8.14285714285714,2.09090088484586,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,8.28571428571428,2.08504806233262,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,8.42857142857143,2.08104725601894,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,8.57142857142857,2.07958695740181,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,8.71428571428571,2.07843821756715,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,8.85714285714286,2.07763279312137,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,9,2.07551799061053,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,9.14285714285714,2.07575712345599,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,9.28571428571428,2.07565440045343,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,9.42857142857143,2.07488802483243,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,9.57142857142857,2.07452525123715,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,9.71428571428571,2.0728271538014,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,9.85714285714286,2.07235788702182,2,21260900,"particle_filtering_mean","Y_1:n"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,10,2.07282241684942,2,21260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,0.142857142857143,4.64532745927725,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,0.285714285714286,4.68657589563752,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,0.428571428571429,4.56780200774919,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,0.571428571428571,4.71220552564191,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,0.714285714285714,4.72411102774825,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,0.857142857142857,4.76051180754143,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,1,4.45925482608548,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,1.14285714285714,4.11547518888387,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,1.28571428571429,4.12098343195501,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,1.42857142857143,4.43330985273732,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,1.57142857142857,4.28224262032964,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,1.71428571428571,3.9963909617339,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,1.85714285714286,3.48725957649848,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,2,3.69576755963469,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,2.14285714285714,3.57526185928178,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,2.28571428571429,4.1548160687706,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,2.42857142857143,4.00689581754203,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,2.57142857142857,4.89673866539387,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,2.71428571428571,4.79388911740855,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,2.85714285714286,4.42142058593532,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,3,4.69247110045756,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,3.14285714285714,4.90346596355861,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,3.28571428571429,4.41505104855089,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,3.42857142857143,5.12016718366949,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,3.57142857142857,4.31313711973247,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,3.71428571428571,4.08607465761543,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,3.85714285714286,3.91519569396213,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,4,4.40221994676922,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,4.14285714285714,3.81027321606607,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,4.28571428571429,4.58603783857718,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,4.42857142857143,4.449638120621,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,4.57142857142857,3.90329711398469,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,4.71428571428571,4.15219322147568,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,4.85714285714286,4.21441130681703,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,5,4.01313170278902,4,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,5.14285714285714,3.74604392989487,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,5.28571428571429,3.28475418867163,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,5.42857142857143,2.92965082933026,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,5.57142857142857,2.89215758406316,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,5.71428571428571,2.72596910243714,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,5.85714285714286,2.46425502167422,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,6,2.71991012387875,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,6.14285714285714,2.44783269593616,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,6.28571428571429,2.42590206536908,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,6.42857142857143,2.31376947587599,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,6.57142857142857,2.33736279443618,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,6.71428571428571,2.19747583419476,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,6.85714285714286,2.29859040359704,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,7,2.19769334229892,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,7.14285714285714,2.28726509519782,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,7.28571428571429,2.2143391790885,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,7.42857142857143,2.16322682995136,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,7.57142857142857,2.12752424102758,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,7.71428571428571,2.10158259019299,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,7.85714285714286,2.08162273964361,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,8,2.06960778270778,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,8.14285714285714,2.0626482804662,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,8.28571428571428,2.05633443622218,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,8.42857142857143,2.05076484277304,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,8.57142857142857,2.04697105997401,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,8.71428571428571,2.04568205523179,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,8.85714285714286,2.04481418551466,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,9,2.04291766010671,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,9.14285714285714,2.04113712864203,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,9.28571428571428,2.04128570625513,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,9.42857142857143,2.04165305676366,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,9.57142857142857,2.04207184733652,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,9.71428571428571,2.04239493038457,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,9.85714285714286,2.0423533296498,2,22260900,"particle_filtering_mean","Y_1:n"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","gamma_noise",600,10,2.04020725729964,2,22260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,0.142857142857143,3.71104450569238,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,0.285714285714286,3.75544331982512,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,0.428571428571429,3.63883155723328,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,0.571428571428571,3.49378635198197,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,0.714285714285714,3.21822042107999,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,0.857142857142857,3.29858294304676,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,1,3.03375870279175,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,1.14285714285714,2.51408491823153,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,1.28571428571429,2.23231433306016,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,1.42857142857143,2.94231745335162,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,1.57142857142857,2.410082863458,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,1.71428571428571,2.13974243036447,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,1.85714285714286,4.16830160486301,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,2,3.77756357946237,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,2.14285714285714,4.7218414043777,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,2.28571428571429,3.35646498345185,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,2.42857142857143,3.2863630391653,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,2.57142857142857,2.85100310992152,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,2.71428571428571,2.31572934872568,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,2.85714285714286,2.44344623251301,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,3,3.2708454078306,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,3.14285714285714,2.68793121562867,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,3.28571428571429,2.94459954144401,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,3.42857142857143,3.67495868057293,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,3.57142857142857,3.94503343629387,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,3.71428571428571,3.73729322871258,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,3.85714285714286,3.88821818063037,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,4,3.75932593596645,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,4.14285714285714,3.94002375299645,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,4.28571428571429,4.73951536682255,4,23260900,"particle_filtering_mean","Y_1:n"
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","gamma_noise",600,4.42857142857143,3.9607014628666,4,23260900,"particle_filtering_mean","Y_1:n"
