"task_id","model","estimate_range_1","estimate_range_2"
22,"constant_B",0.11661590494829,NA
23,"constant_B",0.0698462201859997,NA
24,"constant_B",0.13054457000126,NA
25,"constant_B",0.14376011302545,NA
26,"constant_B",0.16372401831058,NA
27,"constant_B",0.1393381475154,NA
28,"constant_B",0.18284982101915,NA
29,"constant_B",0.13027976790545,NA
30,"constant_B",0.0886297530484601,NA
31,"constant_B",0.20665662012359,NA
32,"constant_B",0.13310365651121,NA
33,"constant_B",0.17635068464484,NA
34,"constant_B",0.0932602685581196,NA
35,"constant_B",0.15543545621846,NA
36,"constant_B",0.1360933236909,NA
37,"constant_B",0.15458145470023,NA
38,"constant_B",0.0744304808685503,NA
39,"constant_B",0.15689768632057,NA
40,"constant_B",0.20529653083721,NA
41,"constant_B",0.16893222903989,NA
42,"constant_B",0.14641694376275,NA
43,"constant_B",0.14667328558339,NA
44,"constant_B",0.26742125505527,NA
45,"constant_B",0.16704503077007,NA
46,"constant_B",0.16937549578429,NA
47,"constant_B",0.1719942567258,NA
48,"constant_B",0.16754597046368,NA
49,"constant_B",0.14270939753024,NA
50,"constant_B",0.1125247091381,NA
51,"constant_B",0.17401529291241,NA
52,"constant_B",0.13326218128649,NA
53,"constant_B",0.10829453841782,NA
54,"constant_B",0.1229927953944,NA
55,"constant_B",0.06521154658786,NA
56,"constant_B",0.15254387423952,NA
57,"constant_B",0.0711296655312799,NA
58,"constant_B",0.24009185565396,NA
59,"constant_B",0.16344101937159,NA
60,"constant_B",0.08619446463512,NA
61,"constant_B",0.15666313065297,NA
62,"constant_B",0.11762818538258,NA
63,"constant_B",0.14263090009085,NA
64,"constant_B",0.0551428436379799,NA
65,"constant_B",0.09560983292902,NA
66,"constant_B",0.15739221271978,NA
67,"constant_B",0.22130883170582,NA
68,"constant_B",0.0940482759418702,NA
69,"constant_B",0.36003009080623,NA
70,"constant_B",0.0930707816400602,NA
71,"constant_B",0.21514440472161,NA
72,"constant_B",0.11225161514999,NA
73,"constant_B",0.11529390755774,NA
74,"constant_B",0.16912779466232,NA
75,"constant_B",0.13050359174831,NA
76,"constant_B",0.17940905601584,NA
77,"constant_B",0.15912598924438,NA
78,"constant_B",0.18119577408756,NA
79,"constant_B",0.0718926415749497,NA
80,"constant_B",0.20111648774332,NA
81,"constant_B",0.358340603690781,NA
82,"constant_B",0.28882881734434,NA
83,"constant_B",0.14763898245696,NA
84,"constant_B",0.13698416576864,NA
85,"constant_B",0.1290355209132,NA
86,"constant_B",0.0689516119483602,NA
87,"constant_B",0.0715391435949102,NA
88,"constant_B",0.0838811602492697,NA
89,"constant_B",0.16108164472591,NA
90,"constant_B",0.14653950098379,NA
91,"constant_B",0.18753665493326,NA
92,"constant_B",0.28046375580347,NA
93,"constant_B",0.0642549198256797,NA
94,"constant_B",0.2874752673564,NA
95,"constant_B",0.06267610530556,NA
96,"constant_B",0.24938795443822,NA
97,"constant_B",0.0802837732319404,NA
98,"constant_B",0.17106001014145,NA
99,"constant_B",0.1209214589393,NA
100,"constant_B",0.0719416385378402,NA
101,"constant_B",0.13317831731568,NA
102,"constant_B",0.0296442995446902,NA
103,"constant_B",0.05464901880657,NA
104,"constant_B",0.18229980180144,NA
105,"constant_B",0.275966902917959,NA
106,"constant_B",0.26591439245573,NA
107,"constant_B",0.15251271129845,NA
108,"constant_B",0.29440124319436,NA
109,"constant_B",0.0713674038793597,NA
110,"constant_B",0.21730283334699,NA
111,"constant_B",0.20892201823051,NA
112,"constant_B",0.24063029050512,NA
113,"constant_B",0.11220247115384,NA
114,"constant_B",0.0839437737409101,NA
115,"constant_B",0.1711771117299,NA
116,"constant_B",0.0571172500192203,NA
117,"constant_B",0.17303810917806,NA
118,"constant_B",0.14396632252194,NA
119,"constant_B",0.0965995773615402,NA
120,"constant_B",0.11443890238675,NA
121,"constant_B",0.12355442167607,NA
122,"constant_B",0.1331685430488,NA
123,"constant_B",0.22056937069359,NA
124,"constant_B",0.16002041562406,NA
125,"constant_B",0.21635302488972,NA
126,"constant_B",0.0786469765907198,NA
127,"constant_B",0.22609325897721,NA
128,"constant_B",0.1113153594638,NA
129,"constant_B",0.19515661030722,NA
130,"constant_B",0.16107086092746,NA
131,"constant_B",0.15898386298135,NA
132,"constant_B",0.0493553145472898,NA
133,"constant_B",0.2291918718293,NA
134,"constant_B",0.07887531378088,NA
135,"constant_B",0.3040618917758,NA
136,"constant_B",0.1785554858178,NA
137,"constant_B",0.19658850911126,NA
138,"constant_B",0.28949418904006,NA
139,"constant_B",0.12369720408586,NA
140,"constant_B",0.12439292645097,NA
141,"constant_B",0.13176037401863,NA
142,"constant_B",0.14630901867842,NA
143,"constant_B",0.0897437342168201,NA
144,"constant_B",0.1209530239821,NA
145,"constant_B",0.10012406252872,NA
146,"constant_B",0.10005422919546,NA
147,"constant_B",0.14792499051739,NA
148,"constant_B",0.11361551451346,NA
149,"constant_B",0.0830662113919396,NA
150,"constant_B",0.12228605551758,NA
151,"constant_B",0.0239480639965399,NA
152,"constant_B",0.32032105727144,NA
153,"constant_B",0.19938255725285,NA
154,"constant_B",0.1606589500319,NA
155,"constant_B",0.22761043212499,NA
156,"constant_B",0.1047507483411,NA
157,"constant_B",0.17675094264535,NA
158,"constant_B",0.0890448576889598,NA
159,"constant_B",0.0787691507872301,NA
160,"constant_B",0.10435418872977,NA
161,"constant_B",0.10708584621343,NA
162,"constant_B",0.0872208714189799,NA
163,"constant_B",0.18877620183145,NA
164,"constant_B",0.09466494958675,NA
165,"constant_B",0.09343369353225,NA
166,"constant_B",0.3137641543186,NA
167,"constant_B",0.15492135761204,NA
168,"constant_B",0.19476934781956,NA
169,"constant_B",0.15326714685899,NA
170,"constant_B",0.0788912996514801,NA
171,"constant_B",0.09471886449295,NA
172,"constant_B",0.17918231836596,NA
173,"constant_B",0.23050666044636,NA
174,"constant_B",0.11132283207202,NA
175,"constant_B",0.04726996121788,NA
176,"constant_B",0.09698029175006,NA
177,"constant_B",0.30206415551404,NA
178,"constant_B",0.0800671031304101,NA
179,"constant_B",0.17497374897703,NA
180,"constant_B",0.14017935908315,NA
181,"constant_B",0.0840036606508998,NA
182,"constant_B",0.11266726142337,NA
183,"constant_B",0.16474240199062,NA
184,"constant_B",0.14483609836902,NA
185,"constant_B",0.0917481838364398,NA
186,"constant_B",0.17615743513551,NA
187,"constant_B",0.15126787589985,NA
188,"constant_B",0.29477387432801,NA
189,"constant_B",0.18022356700991,NA
190,"constant_B",0.2036187062113,NA
191,"constant_B",0.0648475311715804,NA
192,"constant_B",0.31949046153195,NA
193,"constant_B",0.14018188936276,NA
194,"constant_B",0.0851552628047902,NA
195,"constant_B",0.0931581744944201,NA
196,"constant_B",0.0770824895370801,NA
197,"constant_B",0.19233667610438,NA
198,"constant_B",0.13944594210064,NA
199,"constant_B",0.17592913034597,NA
200,"constant_B",0.1139781020815,NA
