"task_id","simulation_seed","observed_data_md5","model","display_model","n_observation_times","RSS","RMSE","mean_error","AOB","mean_error_through_5","mean_error_after_5"
24,1024,"f17101a77a91a5858651ca092461a15e","gamma_noise","Gamma-noise",70,11.2097176735318,0.400173492260042,-0.066666379614224,0.066666379614224,-0.232853761292306,0.0995210020638577
25,1025,"5bffd9597ff51651a7b3c018b0060e43","gamma_noise","Gamma-noise",70,15.6341996560506,0.472594656520946,-0.104446377509852,0.104446377509852,0.0778717009538005,-0.286764455973504
26,1026,"7d638818fac5c183766d7bd337251990","gamma_noise","Gamma-noise",70,9.48569912449178,0.368116812292973,0.088379498615558,0.088379498615558,0.0531544536258574,0.123604543605259
27,1027,"febf6d542123ef85142ab3d7c88fd4f9","gamma_noise","Gamma-noise",70,9.7342388438098,0.372908239264794,0.104742934286506,0.104742934286506,-0.0686919576214137,0.278177826194426
28,1028,"fa30cb31cb12a8463966a31a9ac1f66d","gamma_noise","Gamma-noise",70,20.5822351533222,0.542247112266858,0.153009411093007,0.153009411093007,0.231878418300578,0.0741404038854357
29,1029,"f88e4728f80479179227d46e3ae73be8","gamma_noise","Gamma-noise",70,33.2889773541162,0.689606278498476,-0.204262240845473,0.204262240845473,-0.545706526577283,0.137182044886337
30,1030,"6d8fcd9da06daac4afecfcdf2af73043","gamma_noise","Gamma-noise",70,21.0655229076649,0.548576377123615,0.140165467099153,0.140165467099153,0.056037157321908,0.224293776876399
31,1031,"1f4f623a1599fc68865ccca5c8e38092","gamma_noise","Gamma-noise",70,60.281881617021,0.92799231537013,-0.531253779809292,0.531253779809292,-0.159081186456999,-0.903426373161584
32,1032,"8b18f38744449f8e8c5016a5c62a9db0","gamma_noise","Gamma-noise",70,14.5708454992513,0.456239997921697,0.134458997258005,0.134458997258005,0.0466617145898163,0.222256279926195
33,1033,"1c656b251cec47b7f90e7590d6f84c85","gamma_noise","Gamma-noise",70,19.8571212349834,0.532609763804385,0.388713324039044,0.388713324039044,0.170915220531269,0.606511427546818
34,1034,"6295649cce30d443915163e1f486574c","gamma_noise","Gamma-noise",70,7.9778960446544,0.337594347546079,0.126930565368746,0.126930565368746,0.0966480742069517,0.15721305653054
35,1035,"05c8b3ee0cc2e85807ddffab0af38be8","gamma_noise","Gamma-noise",70,19.7219903704635,0.530794423084917,-0.0037980411046314,0.0037980411046314,-0.235660982230053,0.228064900020789
36,1036,"12e163742e3ae8e7eef3194a703ebcdb","gamma_noise","Gamma-noise",70,14.6536472067707,0.457534498414689,-0.0284374633077964,0.0284374633077964,-0.289842674164503,0.232967747548911
37,1037,"129fa3be8b0ee7a384bf1d0e5525258e","gamma_noise","Gamma-noise",70,41.7176345138056,0.77198847617052,-0.227751567499219,0.227751567499219,-0.0879692279838071,-0.367533907014631
38,1038,"2cb84ae4bd553be0419d1e71639da95a","gamma_noise","Gamma-noise",70,41.8466054344504,0.773180864393045,-0.260984437239321,0.260984437239321,-0.644473906273592,0.122505031794951
39,1039,"42f80019227937c2a1292d80471ad885","gamma_noise","Gamma-noise",70,18.0598771623203,0.507935276561891,0.10173632466434,0.10173632466434,0.06433138119201,0.13914126813667
40,1040,"ab1d08dee64fd498a66e009327aa8634","gamma_noise","Gamma-noise",70,10.1237476282651,0.380295892849335,-0.013677522083186,0.013677522083186,-0.0774707131660338,0.0501156689996617
41,1041,"287dedf1d0604d7339bf2699355ae974","gamma_noise","Gamma-noise",70,36.9234720709131,0.726276925450352,-0.127725863312535,0.127725863312535,-0.445149271252529,0.189697544627459
42,1042,"a0f4bf165f246f2d852e7cb15677c6d0","gamma_noise","Gamma-noise",70,18.2536552437322,0.510653016716722,0.0900174189795591,0.0900174189795591,-0.147780102949746,0.327814940908864
43,1043,"98bd9bf2f837f4d00af88dbb60b77b5c","gamma_noise","Gamma-noise",70,18.782868976246,0.518002605843501,-0.0738251725030673,0.0738251725030673,-0.154147591448504,0.00649724644236914
44,1044,"7fc16f6007b4caa0fad7b388de798f61","gamma_noise","Gamma-noise",70,10.7726951886332,0.392295354996593,0.177892099037702,0.177892099037702,0.0354701334836515,0.320314064591753
45,1045,"ea38700766ed00739f841a67050a1f0f","gamma_noise","Gamma-noise",70,14.2229339556654,0.450760214299376,-0.0616821729219129,0.0616821729219129,-0.0735752574884966,-0.0497890883553291
46,1046,"9df354b439dcb34c0723dc7a22427817","gamma_noise","Gamma-noise",70,20.09174980275,0.535747139219747,0.385512533859188,0.385512533859188,0.29478338564442,0.476241682073956
47,1047,"a27592b2dc2d1f22ae7b3b7d52d6c6e8","gamma_noise","Gamma-noise",70,14.7776339519232,0.459466055825722,0.342100194238142,0.342100194238142,0.224458746582485,0.4597416418938
48,1048,"e149dfe63fefba3d9450d8ebe55e2be8","gamma_noise","Gamma-noise",70,11.0068944378776,0.396536693273822,-0.054028350675377,0.054028350675377,-0.0148331554312389,-0.0932235459195151
49,1049,"c24fd9ec2467b6f39b42b31426dcbff7","gamma_noise","Gamma-noise",70,26.8524050377934,0.61935917386779,-0.378762482920503,0.378762482920503,-0.403087488058799,-0.354437477782206
50,1050,"7dc1a3b5ba09f2ddcb65bf5b7422a9ed","gamma_noise","Gamma-noise",70,21.2917444169582,0.551514077232048,0.37044788162421,0.37044788162421,0.164750198405973,0.576145564842447
51,1051,"900920f25b406cb0530e847b193e6c9b","gamma_noise","Gamma-noise",70,11.6780593133683,0.408447571620159,0.0765617654219202,0.0765617654219202,-0.0686329751710794,0.22175650601492
52,1052,"94c869cc26cd44cd9de1033132a41b1b","gamma_noise","Gamma-noise",70,31.2828557957556,0.668504255737662,0.147874742702185,0.147874742702185,0.291545780026899,0.00420370537747173
53,1053,"21c503be1bfd17d135902892b999365f","gamma_noise","Gamma-noise",70,21.153606042523,0.549722086181775,-0.049231145466928,0.049231145466928,-0.336459372691299,0.237997081757443
54,1054,"bb6ab35a8708f3f23940941298b79dbc","gamma_noise","Gamma-noise",70,17.9056981280391,0.505762481352082,-0.0227078490456026,0.0227078490456026,0.058360654682852,-0.103776352774057
55,1055,"7481513b9e19d7a30b033ad1490d6f16","gamma_noise","Gamma-noise",70,23.1058891840274,0.574529486798016,-0.0816636168378976,0.0816636168378976,-0.503317065434337,0.339989831758542
56,1056,"08c1962e5f9bd4d5168d1afa7314d508","gamma_noise","Gamma-noise",70,13.0711894664643,0.432124146620329,0.0513416313001041,0.0513416313001041,0.106189032297325,-0.0035057696971166
57,1057,"0fa2ff4b3c51077ca4a85e846724b31e","gamma_noise","Gamma-noise",70,38.2658385478411,0.739361100138308,-0.201433181474403,0.201433181474403,-0.860154923167683,0.457288560218876
58,1058,"fb197f5caf6d73b93cf36910dcf5bd62","gamma_noise","Gamma-noise",70,28.7545794053896,0.640920982486359,-0.0501202461906769,0.0501202461906769,-0.32216244783838,0.221921955457026
59,1059,"85c4aca3511ef3a6574f147464f1b8a6","gamma_noise","Gamma-noise",70,13.7147001701054,0.442633356339491,-0.0685420994523542,0.0685420994523542,-0.284708421725202,0.147624222820494
60,1060,"0f9b10d21fc1c74a53d447b4ab6c4a76","gamma_noise","Gamma-noise",70,16.8023027851357,0.489931522695275,0.158407313812136,0.158407313812136,-0.0583213457555269,0.3751359733798
61,1061,"ef64f00e9a05074fb3305ee8fb186803","gamma_noise","Gamma-noise",70,14.4071094651529,0.4536693173471,0.11550986240624,0.11550986240624,-0.0556599367511471,0.286679661563627
62,1062,"a04acf843bb2ea72629f7c891c0bc0d1","gamma_noise","Gamma-noise",70,15.1047840187895,0.464524088546385,-0.0313895232352897,0.0313895232352897,-0.0872407764530883,0.0244617299825089
63,1063,"0b8692e4c4282eea08c84c3a7521bdca","gamma_noise","Gamma-noise",70,8.65078596200723,0.351543249970901,-0.0721615173414016,0.0721615173414016,-0.00502886579041769,-0.139294168892385
64,1064,"65224e6e0078d6ba21ee5d2bd4a6c743","gamma_noise","Gamma-noise",70,14.5931835489454,0.456589586717898,0.0582661771398513,0.0582661771398513,-0.294254149573556,0.410786503853259
65,1065,"d23c93587fac0bd4c1fffe812bf746e2","gamma_noise","Gamma-noise",70,11.9194602180926,0.412647553143853,-0.065258009668763,0.065258009668763,0.0428766447205697,-0.173392664058096
66,1066,"b503c7aa16489912e1de4bcf79bdc277","gamma_noise","Gamma-noise",70,15.1690438148226,0.465511144792515,0.172515368417327,0.172515368417327,0.101235817901924,0.24379491893273
67,1067,"a64edf122ea9288d9cc5843d572b4219","gamma_noise","Gamma-noise",70,11.7679519367528,0.410016583928588,0.088408600372501,0.088408600372501,0.179569223328114,-0.00275202258311177
68,1068,"e2dc17973047d198b1f70625999d7313","gamma_noise","Gamma-noise",70,16.6508013263762,0.4877177363771,-0.0325170155897319,0.0325170155897319,0.0979891455580426,-0.163023176737506
69,1069,"8e4ff1513256eaffe3731b1dbc82ec29","gamma_noise","Gamma-noise",70,60.1902219957484,0.927286532968628,-0.328861217189417,0.328861217189417,-0.238359999685728,-0.419362434693107
70,1070,"3f39c2020f727aeaa01ef9ba099939bb","gamma_noise","Gamma-noise",70,14.446441830972,0.454288168943962,-0.166594585473763,0.166594585473763,-0.293448503899959,-0.0397406670475683
71,1071,"f8a2941f2630be877dd64b0b25a3e9dd","gamma_noise","Gamma-noise",70,10.7930416300482,0.392665645302321,0.107622256870916,0.107622256870916,0.0956512014577686,0.119593312284064
72,1072,"4ef60d1f950055935545ba4d8849c6a4","gamma_noise","Gamma-noise",70,13.9783854263231,0.446868236033895,-0.0539857591357878,0.0539857591357878,0.0902877440086955,-0.198259262280271
73,1073,"23ed6d0e534e19ffc952e0a9519e96fd","gamma_noise","Gamma-noise",70,9.25171379023299,0.363548263454072,0.158498396552794,0.158498396552794,0.0282011505918366,0.288795642513751
74,1074,"44fe946085f2400c80cee533d6231e9a","gamma_noise","Gamma-noise",70,14.8871054483295,0.461164759035353,0.0317675751754335,0.0317675751754335,-0.178540430653053,0.24207558100392
75,1075,"0d820f5ccbfe13549eea216ee2513074","gamma_noise","Gamma-noise",70,19.2531854609673,0.524447811116842,-0.191364504449129,0.191364504449129,-0.279481032317405,-0.103247976580854
76,1076,"91d5e8bc67046e3d44e7a47924bb3404","gamma_noise","Gamma-noise",70,17.4931041902867,0.499901478726225,0.223709865785013,0.223709865785013,0.0569893431558348,0.390430388414192
77,1077,"4fe16663f3cfd5b374d35dd29d9cdca8","gamma_noise","Gamma-noise",70,8.69028644838911,0.352344929384121,0.0159442075232857,0.0159442075232857,-0.0351722584097872,0.0670606734563586
78,1078,"83a908c8ed5455b6c9ef246884162afc","gamma_noise","Gamma-noise",70,25.7599622216891,0.606629590697523,0.0992308362117447,0.0992308362117447,-0.205586951187223,0.404048623610712
79,1079,"022bd08caeebfca4473b74c3678f71c2","gamma_noise","Gamma-noise",70,14.5759238471809,0.456319497206897,0.0423507384364153,0.0423507384364153,-0.155341186638151,0.240042663510982
80,1080,"0bfd2bd8ee2ddc3923c9cef719215e45","gamma_noise","Gamma-noise",70,16.0766365367143,0.479235053224172,-0.0373985167522401,0.0373985167522401,0.0543935486695537,-0.129190582174034
81,1081,"b3ce4c9c57f114ee806b5ede899e654c","gamma_noise","Gamma-noise",70,16.2906622614821,0.482414496665058,0.105224913543648,0.105224913543648,0.126588653393135,0.083861173694161
82,1082,"345f145ce6e49d5527737547b7d7bcc9","gamma_noise","Gamma-noise",70,23.5067172227394,0.579491368390534,-0.234661621639755,0.234661621639755,0.0290278292348211,-0.498351072514331
83,1083,"5cd6b677ff91eaefd7913f277989cb3a","gamma_noise","Gamma-noise",70,35.9452580277566,0.716591715072683,-0.285182753323875,0.285182753323875,0.0144745238538897,-0.584840030501641
84,1084,"ec4eb27a1b0dc4aef15289699a23db33","gamma_noise","Gamma-noise",70,21.3165077162081,0.551834702427251,-0.287383489311221,0.287383489311221,-0.384981689119327,-0.189785289503115
85,1085,"f306053231f91c40dca3c621e8419b61","gamma_noise","Gamma-noise",70,9.44726096561056,0.367370209648651,0.0289277375470743,0.0289277375470743,-0.116894096332883,0.174749571427032
86,1086,"e89799bf4fcfc5e7d882e1a15e433b0c","gamma_noise","Gamma-noise",70,41.5855493964913,0.770765383948146,-0.481804504156386,0.481804504156386,-0.564569646020525,-0.399039362292247
87,1087,"83d5cd04167b4c25b941369e1cd89c12","gamma_noise","Gamma-noise",70,24.7709637885805,0.594870499575694,0.425046639928367,0.425046639928367,0.16575340918053,0.684339870676204
88,1088,"e68e6eddaef14b8f6833f1889cb09727","gamma_noise","Gamma-noise",70,9.74880673536486,0.373187175085197,0.14452073462163,0.14452073462163,0.0387624318457218,0.250279037397539
89,1089,"aa9cc98baf1a333684a7dcc3407aadc4","gamma_noise","Gamma-noise",70,14.3509679556819,0.452784527052673,-0.133168067581066,0.133168067581066,-0.099278712331654,-0.167057422830479
90,1090,"3b62c1a3abbc8f8d77b3f0094d799c08","gamma_noise","Gamma-noise",70,18.9500065564695,0.520302200051217,0.341184254724467,0.341184254724467,0.248440110439099,0.433928399009834
91,1091,"ffb0df50d948dd9dad8db95b89578130","gamma_noise","Gamma-noise",70,9.96880913987726,0.377374560802797,-0.00371412087889756,0.00371412087889756,-0.014546478886948,0.00711823712915283
92,1092,"42c5e41b64f024125d08f483c49d5109","gamma_noise","Gamma-noise",70,30.1448159224706,0.656231839721197,-0.20363427880221,0.20363427880221,-0.196405448022668,-0.210863109581753
93,1093,"7866b869b011f99e5a6d626fd2b53319","gamma_noise","Gamma-noise",70,9.16015555790196,0.361744889546328,0.000688460497027668,0.000688460497027668,-0.107653910484348,0.109030831478403
94,1094,"cb6e4431d9ef11ffbb0c3c60fc93a658","gamma_noise","Gamma-noise",70,27.1976187167997,0.62332769089781,0.195736591228149,0.195736591228149,0.174661436122512,0.216811746333787
95,1095,"e2c94ae6df04e9da8177ab346fbd245e","gamma_noise","Gamma-noise",70,9.23553272265448,0.363230204900703,0.0686079958945679,0.0686079958945679,-0.0494115595252174,0.186627551314353
96,1096,"dce19abeba3755021094f84a48b227a7","gamma_noise","Gamma-noise",70,16.6886991843873,0.488272452989507,-0.125216522081825,0.125216522081825,-0.0517513469906386,-0.198681697173012
97,1097,"5f10705eaab893b924c7745af7cbddc2","gamma_noise","Gamma-noise",70,18.118767988259,0.508762756782977,0.15469886394889,0.15469886394889,0.176977147399027,0.132420580498755
98,1098,"a0c73b07405f66c422d099e5a3c08c54","gamma_noise","Gamma-noise",70,26.1709286328733,0.611449432938691,-0.353404700170746,0.353404700170746,-0.322193968679105,-0.384615431662387
99,1099,"9d985583339f37fbacb7140d4222662d","gamma_noise","Gamma-noise",70,24.3070133062962,0.589273321331284,-0.153984045158247,0.153984045158247,-0.399196159927729,0.0912280696112345
100,1100,"8ea86fffc296b32f99e63ed723d89d90","gamma_noise","Gamma-noise",70,36.4320900533124,0.721428048618179,0.58447601912117,0.58447601912117,0.306994373283213,0.861957664959128
101,1101,"51fea122ace66c28fcf6227076a2210d","gamma_noise","Gamma-noise",70,14.0535391149575,0.44806790166156,-0.11358313706767,0.11358313706767,-0.196473090712213,-0.0306931834231274
102,1102,"87466aaae46506b8e351c34782985403","gamma_noise","Gamma-noise",70,35.0054193413707,0.707161522682363,-0.16902379832269,0.16902379832269,-0.789553080736254,0.451505484090874
103,1103,"e898b26388bd31312b334e141687631d","gamma_noise","Gamma-noise",70,15.8127350346391,0.475285403500422,-0.0819470068398064,0.0819470068398064,0.0418613038578403,-0.205755317537453
104,1104,"f7b481c3a4568173c9a99c1b4d8c5521","gamma_noise","Gamma-noise",70,16.7085558113887,0.488562845955778,-0.21532766210248,0.21532766210248,-0.161264104219054,-0.269391219985907
105,1105,"fda815e14a2797f663c51a8c3fc66eeb","gamma_noise","Gamma-noise",70,29.0722351072915,0.644451429038588,-0.0720403445083675,0.0720403445083675,0.142681086934575,-0.28676177595131
106,1106,"2ace1767dd5349b12ef5f3a5bd831ab8","gamma_noise","Gamma-noise",70,27.5663734900013,0.627539110790274,0.018197831975112,0.018197831975112,0.080078585537674,-0.04368292158745
107,1107,"d3c22607503e5f474a3f5ebe80ebdf3d","gamma_noise","Gamma-noise",70,12.9770208728536,0.430564759901849,0.236242090162883,0.236242090162883,0.201917521372467,0.2705666589533
108,1108,"68aa1cfbcec0e4ea336983e4d1e49773","gamma_noise","Gamma-noise",70,31.2328550524811,0.667969792435911,0.122550812454631,0.122550812454631,0.209876955065084,0.0352246698441785
109,1109,"64378d1cf8147aa375c77012a1f6217d","gamma_noise","Gamma-noise",70,11.6710503457925,0.408324981668007,-0.0862101391237965,0.0862101391237965,-0.205411406620148,0.0329911283725551
110,1110,"4c9bdb3191d72e532b9af0440b61821e","gamma_noise","Gamma-noise",70,27.3644781410041,0.625236848162405,0.344723175048434,0.344723175048434,0.31612642269197,0.373319927404898
111,1111,"90bc4d41e3adeb7ca6a265e34199593d","gamma_noise","Gamma-noise",70,26.8325044414828,0.619129624570802,-0.154621873466691,0.154621873466691,0.0738474904687896,-0.383091237402172
112,1112,"2de6dbe92e20217bcb1faa713be3c7e9","gamma_noise","Gamma-noise",70,44.0868223572727,0.793606796821347,-0.276914473848102,0.276914473848102,0.0276793272561212,-0.581508274952325
113,1113,"62d44f5b5cf3a1a10474477b2836ac7c","gamma_noise","Gamma-noise",70,10.1947624483374,0.381627388361575,0.143723719082463,0.143723719082463,0.0210096022952214,0.266437835869705
114,1114,"e8aa5c36f38132f5ccc9683b131a520e","gamma_noise","Gamma-noise",70,11.0325403315058,0.396998386673689,-0.0866894277591977,0.0866894277591977,-0.064009594883212,-0.109369260635183
115,1115,"527c2542099f691a2a03e60fc5521e3b","gamma_noise","Gamma-noise",70,17.6676573766032,0.502389396166007,0.164642683558359,0.164642683558359,-0.0360873516781231,0.365372718794842
116,1116,"493ff3d28fe2680d1b7fc1f343262be6","gamma_noise","Gamma-noise",70,25.7971042137785,0.607066767495006,0.409240684273481,0.409240684273481,0.132115794970801,0.68636557357616
117,1117,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise","Gamma-noise",70,21.9408619881059,0.559857915496754,-0.280558981263873,0.280558981263873,-0.135322439633667,-0.425795522894079
118,1118,"4fe04592b1bd1b0073226474bda79a17","gamma_noise","Gamma-noise",70,12.8716962711614,0.428813916871066,0.0935683692341953,0.0935683692341953,0.00175049258611143,0.185386245882279
119,1119,"53a63bcc974e882529742ef97a8b74d5","gamma_noise","Gamma-noise",70,12.1781943274687,0.417102151370769,0.151866349467015,0.151866349467015,-0.0106228217005394,0.314355520634569
120,1120,"4d64fbb86d0c71298cfafd74891b1601","gamma_noise","Gamma-noise",70,19.281610630647,0.524834812524678,-0.0629653266032268,0.0629653266032268,-0.45192785526705,0.325997202060597
121,1121,"fc119966f9fa86c9beb582f612bc73ec","gamma_noise","Gamma-noise",70,14.3750132969533,0.45316369317678,0.121838792159596,0.121838792159596,-0.0315254074858074,0.275202991805
122,1122,"2de2afe17b444c1be6ab135102d2e749","gamma_noise","Gamma-noise",70,14.1062969560661,0.448908150899269,-0.0918379953622013,0.0918379953622013,-0.0808457962388694,-0.102830194485533
123,1123,"8b49cbb9e926a62a502c208b4a74393a","gamma_noise","Gamma-noise",70,45.4332644424867,0.80563430593084,-0.222322500367472,0.222322500367472,0.143882827462516,-0.58852782819746
124,1124,"fee16d34d4badef781de40b823c932b3","gamma_noise","Gamma-noise",70,15.3793738602489,0.468727363038151,0.0275517248300993,0.0275517248300993,0.167086773426178,-0.11198332376598
125,1125,"49b1406d1f09cf7ccfb97517eb1d686b","gamma_noise","Gamma-noise",70,35.364052592252,0.710774754277251,0.572563068283129,0.572563068283129,0.392021872937573,0.753104263628685
126,1126,"89c12c0c7af03e2dcd492d20daed2fb8","gamma_noise","Gamma-noise",70,16.1706182891859,0.480633782315243,0.0197205807275582,0.0197205807275582,-0.135244764472179,0.174685925927295
127,1127,"d6cf87e625366c1649bd82f3bda75a50","gamma_noise","Gamma-noise",70,25.8315511576305,0.607471941240681,-0.415415838336464,0.415415838336464,-0.439868638570365,-0.390963038102562
128,1128,"e7c98f0c8ff03fc89b23b860ab6e055c","gamma_noise","Gamma-noise",70,26.9998461888619,0.621057234409449,-0.278981171500087,0.278981171500087,-0.498331987384092,-0.0596303556160817
129,1129,"89bab4fa545504e51f4b5b765fa2b9ae","gamma_noise","Gamma-noise",70,17.9237404551475,0.506017228040248,-0.00621557813307998,0.00621557813307998,0.0264777698253055,-0.0389089260914654
130,1130,"bf14545e60a11dc820244df794a9bbde","gamma_noise","Gamma-noise",70,49.9149275646003,0.84443495532812,-0.429542342331603,0.429542342331603,-0.705910023124617,-0.153174661538589
131,1131,"f9b4bd3734443873f1d31c98484de516","gamma_noise","Gamma-noise",70,10.6033620161817,0.389199948909513,-0.0634186844361991,0.0634186844361991,-0.0549410400483286,-0.0718963288240697
132,1132,"b571595faf7cf9bf9fb646335e089636","gamma_noise","Gamma-noise",70,62.8452815061887,0.94751767044351,-0.502537648246594,0.502537648246594,-0.806594957326044,-0.198480339167144
133,1133,"0a62c14ca9858effb08a88d2cabe1673","gamma_noise","Gamma-noise",70,28.4075795028608,0.637042042824948,0.05914654008113,0.05914654008113,0.158234806762417,-0.0399417266001574
134,1134,"6cdb8dae15bac319b768e307416ee6b2","gamma_noise","Gamma-noise",70,12.1706387943869,0.41697274310348,0.1610803921329,0.1610803921329,0.113942758415274,0.208218025850527
135,1135,"f5fbe5bac9e630e09a5f83fdcd75b932","gamma_noise","Gamma-noise",70,17.147518551282,0.494938936367508,0.113783234121024,0.113783234121024,0.145332791783516,0.0822336764585317
136,1136,"75dc159ba49385507004b04106ac29e8","gamma_noise","Gamma-noise",70,18.9765296557336,0.520666189411406,0.139600987710074,0.139600987710074,0.172494297506206,0.106707677913942
137,1137,"25af99e573ba8708856ba71f5d31801d","gamma_noise","Gamma-noise",70,13.832543984761,0.444530956414592,-0.0401789760502478,0.0401789760502478,-0.118382775539383,0.0380248234388878
138,1138,"24ce0d2a3efbc542f5ad5931cbdb79aa","gamma_noise","Gamma-noise",70,13.4308042872241,0.438028118589012,-0.0795397370202976,0.0795397370202976,-0.0795590622636683,-0.0795204117769268
139,1139,"392c573a8d8baf810091dbff34258106","gamma_noise","Gamma-noise",70,8.4588067253111,0.347620620901397,0.0733314664006197,0.0733314664006197,0.151624729773996,-0.00496179697275659
140,1140,"9af7f4bb9f26f77c38c192936cf0be33","gamma_noise","Gamma-noise",70,7.33501089926326,0.323706456514965,-0.0469143826665191,0.0469143826665191,-0.233366321960179,0.139537556627141
141,1141,"bd55561900b24ec7c3c7ac64a514ac02","gamma_noise","Gamma-noise",70,20.8683953390305,0.546003602016252,0.411618553493665,0.411618553493665,0.188207784587962,0.635029322399369
142,1142,"d1a06c9101d2c0ee727ae600038327ba","gamma_noise","Gamma-noise",70,15.3843512866667,0.468803207062816,0.0920322962969213,0.0920322962969213,0.239019847277919,-0.0549552546840757
143,1143,"5e8bbd223a147392f54cce5f77c7b52e","gamma_noise","Gamma-noise",70,12.3308037341076,0.419707444607168,-0.000237897500421549,0.000237897500421549,-0.235025108613138,0.234549313612295
144,1144,"a7c2af9704a9238a0ba07d099939a75d","gamma_noise","Gamma-noise",70,15.3441711720869,0.468190607889059,-0.142480523341305,0.142480523341305,-0.360470367557188,0.0755093208745777
