"experiment","task_id","task_label","illustration_role","week","quantity","series_key","value","is_time_zero","estimate_semantics","conditioning","time_zero_semantics","series_label"
4,1,"Task 1","previously_designated_primary_illustration",6.57142857142857,"B","gamma",2.28949453820794,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",6.71428571428571,"B","gamma",2.45001634878978,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",6.85714285714286,"B","gamma",2.38419620366084,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",7,"B","gamma",2.36098046084309,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",7.14285714285714,"B","gamma",2.36713073756765,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",7.28571428571429,"B","gamma",2.27029955283266,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",7.42857142857143,"B","gamma",2.20693100127087,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",7.57142857142857,"B","gamma",2.16326775807348,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",7.71428571428571,"B","gamma",2.13286823412383,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",7.85714285714286,"B","gamma",2.11352852162208,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",8,"B","gamma",2.10046640445371,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",8.14285714285714,"B","gamma",2.09090088484586,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",8.28571428571428,"B","gamma",2.08504806233262,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",8.42857142857143,"B","gamma",2.08104725601894,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",8.57142857142857,"B","gamma",2.07958695740181,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",8.71428571428571,"B","gamma",2.07843821756715,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",8.85714285714286,"B","gamma",2.07763279312137,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",9,"B","gamma",2.07551799061053,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",9.14285714285714,"B","gamma",2.07575712345599,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",9.28571428571428,"B","gamma",2.07565440045343,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",9.42857142857143,"B","gamma",2.07488802483243,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",9.57142857142857,"B","gamma",2.07452525123715,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",9.71428571428571,"B","gamma",2.0728271538014,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",9.85714285714286,"B","gamma",2.07235788702182,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",10,"B","gamma",2.07282241684942,FALSE,"particle_filtering_mean","Y_1:n",NA,"Gamma-noise filtering mean"
4,1,"Task 1","previously_designated_primary_illustration",0,"B","constant",4.04534940404491,TRUE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",0.142857142857143,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",0.285714285714286,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",0.428571428571429,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",0.571428571428571,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",0.714285714285714,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",0.857142857142857,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",1,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",1.14285714285714,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",1.28571428571429,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",1.42857142857143,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",1.57142857142857,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",1.71428571428571,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",1.85714285714286,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",2,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",2.14285714285714,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",2.28571428571429,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",2.42857142857143,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",2.57142857142857,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",2.71428571428571,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",2.85714285714286,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",3,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",3.14285714285714,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",3.28571428571429,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",3.42857142857143,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",3.57142857142857,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",3.71428571428571,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",3.85714285714286,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",4,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",4.14285714285714,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",4.28571428571429,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",4.42857142857143,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",4.57142857142857,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",4.71428571428571,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",4.85714285714286,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",5,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",5.14285714285714,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",5.28571428571429,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",5.42857142857143,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",5.57142857142857,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",5.71428571428571,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",5.85714285714286,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",6,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",6.14285714285714,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",6.28571428571429,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",6.42857142857143,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",6.57142857142857,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",6.71428571428571,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",6.85714285714286,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",7,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",7.14285714285714,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",7.28571428571429,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",7.42857142857143,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",7.57142857142857,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",7.71428571428571,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",7.85714285714286,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",8,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",8.14285714285714,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",8.28571428571428,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",8.42857142857143,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",8.57142857142857,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",8.71428571428571,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",8.85714285714286,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",9,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",9.14285714285714,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",9.28571428571428,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",9.42857142857143,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",9.57142857142857,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",9.71428571428571,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",9.85714285714286,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",10,"B","constant",4.04534940404491,FALSE,"fitted_static_parameter","Y_1:70","fitted_Beta","Constant-B model"
4,1,"Task 1","previously_designated_primary_illustration",0,"I","truth",10,TRUE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",0.142857142857143,"I","truth",12,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",0.285714285714286,"I","truth",10,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",0.428571428571429,"I","truth",18,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",0.571428571428571,"I","truth",22,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",0.714285714285714,"I","truth",37,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",0.857142857142857,"I","truth",35,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",1,"I","truth",45,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",1.14285714285714,"I","truth",56,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",1.28571428571429,"I","truth",63,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",1.42857142857143,"I","truth",79,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",1.57142857142857,"I","truth",83,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",1.71428571428571,"I","truth",111,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",1.85714285714286,"I","truth",131,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",2,"I","truth",172,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",2.14285714285714,"I","truth",170,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",2.28571428571429,"I","truth",183,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",2.42857142857143,"I","truth",215,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",2.57142857142857,"I","truth",243,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",2.71428571428571,"I","truth",237,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",2.85714285714286,"I","truth",269,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",3,"I","truth",299,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",3.14285714285714,"I","truth",323,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",3.28571428571429,"I","truth",367,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",3.42857142857143,"I","truth",417,FALSE,"data_generating_path","none",NA,"Truth"
4,1,"Task 1","previously_designated_primary_illustration",3.57142857142857,"I","truth",452,FALSE,"data_generating_path","none",NA,"Truth"
